Date,Open,High,Low,Close,Adj Close,Volume
02/01/2020,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000
03/01/2020,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000
06/01/2020,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000
07/01/2020,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000
08/01/2020,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000
09/01/2020,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000
10/01/2020,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000
13/01/2020,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3456380000
14/01/2020,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000
15/01/2020,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000
16/01/2020,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000
17/01/2020,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3698170000
21/01/2020,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000
22/01/2020,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000
23/01/2020,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3764860000
24/01/2020,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000
27/01/2020,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3823100000
28/01/2020,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000
29/01/2020,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000
30/01/2020,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000
31/01/2020,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000
03/02/2020,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000
04/02/2020,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000
